NetworkId,FullName,TotalPublications,TotalCitations,FirstYear,AuthorTopField,AuthorFieldDiversity,gender_only,intersectional,race_ethnicity,AuthorGender,AffiliationId,AffiliationName,org_id,carnegie_id,carnegie_doctoral_type,carnegie_msi,carnegie_hsi,carnegie_hbcu
358,miriam rossi,2,19.0,2010,unknown,0.7368788819875777,2,0,0,woman,126820664.0,Vassar College,3871968907.0,197133.0,carnegie,False,False,False
672,bridget l gourley,2,19.0,2010,unknown,0.1333333333333333,2,0,0,woman,12113309.0,DePauw University,1316194052.0,150400.0,carnegie,False,False,False
290,wendi l benson,3,11.0,2014,psychology,0.4444444444444444,0,0,0,woman,147912653.0,Nevada State College,641330019.0,441900.0,carnegie,True,True,False
308,maja graso,2,6.0,2014,psychology,0.2086021505376344,2,0,0,woman,80281795.0,University of Otago,2645582614.0,,other,False,False,False
614,nelly p stromquist,1,33.0,2015,sociology,0.3156668608037274,28,0,1,woman,66946132.0,"University of Maryland, College Park",3507754253.0,163286.0,R1,True,False,False
90,stephanie pfirman,7,187.0,2007,geology,0.1640967066438226,5,0,1,woman,98540497.0,Barnard College,1973835356.0,189097.0,carnegie,False,False,False
313,robin e bell,6,11.0,2007,geology,0.4305728363111531,7,0,1,man,152304114.0,Lamont–Doherty Earth Observatory,996087284.0,,other,False,False,False
470,j d laird,5,10.0,2007,political science,0.2026143790849673,3,0,2,woman,152304114.0,Lamont–Doherty Earth Observatory,996087284.0,,other,False,False,False
467,geraldine downey,1,2.0,2007,psychology,0.745253164556962,6,0,2,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
0,mila kryjevskaia,1,42.0,2013,psychology,0.2034632034632034,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
129,lisa montplaisir,1,42.0,2013,psychology,0.4476190476190476,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
408,warren m christensen,1,42.0,2013,physics,0.2219061166429587,0,0,0,man,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
498,shanda lauer,1,42.0,2013,psychology,0.2222222222222222,0,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
152,deborah a kaminski,2,125.0,2007,unknown,0.2085365853658536,0,0,0,woman,165799507.0,Rensselaer Polytechnic Institute,1611360196.0,194824.0,R1,False,False,False
253,cheryl geisler,2,125.0,2007,computer science,0.2213225371120108,0,0,0,woman,18014758.0,Simon Fraser University,752601271.0,,other,False,False,False
42,yvette m huet,2,33.0,2011,biology,0.2666666666666666,1,0,0,woman,114027177.0,University of North Carolina at Chapel Hill,1397069697.0,199120.0,R1,False,False,False
76,audrey rorrer,1,33.0,2011,computer science,0.2206349206349206,0,1,2,woman,,,,,,,,
570,lynn roberson,1,33.0,2011,sociology,0.0,0,0,0,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False
32,jessica t decuirgunby,4,25.0,2009,sociology,0.2901439645625692,11,4,20,woman,137902535.0,North Carolina State University,2263107286.0,199193.0,R1,False,False,False
379,christine s grant,6,27.0,2009,unknown,0.2251366120218579,4,4,6,woman,137902535.0,North Carolina State University,2263107286.0,199193.0,R1,False,False,False
594,bradley gregory,1,13.0,2013,sociology,1.0,1,1,0,man,68812265.0,Anderson University (South Carolina),3733825808.0,217633.0,carnegie,False,False,False
677,daniela veliz,1,24.0,2014,sociology,0.2166666666666666,2,0,0,woman,,,,,,,,
141,lois ongley,2,46.0,2003,sociology,0.2,2,0,0,woman,875066120.0,Unity College,3142592154.0,161572.0,carnegie,False,False,False
336,connie frey,2,46.0,2003,sociology,0.1428571428571428,3,0,0,woman,87547150.0,Southern Illinois University Edwardsville,1481520422.0,149231.0,R3,False,False,False
262,asia a eaton,2,15.0,2013,psychology,0.7658979734451432,22,2,3,woman,19700959.0,Florida International University,4176811649.0,133951.0,R1,True,True,False
531,suzanna m rose,1,2.0,2013,psychology,0.6208754208754209,33,0,4,woman,19700959.0,Florida International University,4176811649.0,133951.0,R1,True,True,False
197,bill rocque,1,29.0,2009,psychology,0.0,0,0,0,man,193054373.0,University of Redlands,3185634078.0,121691.0,carnegie,False,False,False
93,mary ballyk,1,1.0,2005,mathematics,0.4264705882352941,0,0,0,woman,10052268.0,New Mexico State University,1766726279.0,188030.0,R2,True,True,False
148,michael r golinski,1,1.0,2005,biology,0.1666666666666666,0,0,0,man,10052268.0,New Mexico State University,1766726279.0,188030.0,R2,True,True,False
554,e barany,1,1.0,2005,mathematics,0.2942176870748299,0,0,0,man,10052268.0,New Mexico State University,1766726279.0,188030.0,R2,True,True,False
458,jennifer hickes lundquist,1,33.0,2012,sociology,0.1512195121951219,14,1,13,woman,24603500.0,University of Massachusetts Amherst,841928199.0,166629.0,R1,False,False,False
472,joya misra,6,69.0,2012,sociology,0.2607709750566893,21,4,8,woman,24603500.0,University of Massachusetts Amherst,841928199.0,166629.0,R1,False,False,False
1,michele g wheatly,2,27.0,2013,biology,0.5261261261261261,1,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False
17,emily polander,1,23.0,2013,psychology,0.5,0,0,0,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False
106,peggy desautels,1,23.0,2013,psychology,0.2364672364672364,11,0,0,woman,127591826.0,University of Dayton,2470341280.0,202480.0,R2,False,False,False
220,rebecca r riffle,2,23.0,2011,psychology,0.3,0,0,0,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False
404,sarah m jackson,3,83.0,2011,psychology,0.2666666666666666,2,0,1,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False
411,tamera r schneider,2,83.0,2013,psychology,0.5271493212669683,1,0,1,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False
559,amy l hillard,2,83.0,2013,psychology,0.5357142857142857,2,0,1,woman,147193464.0,Adrian College,1373307686.0,168528.0,carnegie,False,False,False
165,leanne m mauriello,1,21.0,2006,medicine,0.3801169590643274,1,0,1,woman,,,,,,,,
367,janice m prochaska,1,21.0,2006,psychology,0.3657407407407407,2,0,1,woman,,,,,,,,
669,janet trubatch,1,21.0,2006,psychology,0.0,1,0,0,woman,17626003.0,University of Rhode Island,162396701.0,217484.0,R2,False,False,False
825,karen j sherman,1,21.0,2006,medicine,0.3333333333333333,1,0,0,woman,,,,,,,,
49,elin m skagerberg,1,13.0,2015,psychology,0.5876923076923077,10,0,0,woman,150545354.0,Tavistock and Portman NHS Foundation Trust,3497041310.0,,other,False,False,False
410,daniel b wright,1,13.0,2015,psychology,0.3279696774654938,9,0,4,man,,,,,,,,
273,carol isaac,3,205.0,2009,psychology,0.2773109243697479,9,0,1,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
724,barbara lee,3,205.0,2009,psychology,0.2,4,0,1,woman,,,,,,,,
38,laurie a rudman,1,100.0,2013,psychology,0.7690440627333831,38,1,5,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False
109,helen m buettner,1,100.0,2013,biology,0.1592039800995024,0,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False
344,meghan c mclean,1,100.0,2013,psychology,1.0,0,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False
749,danielle m young,1,100.0,2013,psychology,0.7010752688172043,11,0,11,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False
360,kareen ror malone,1,127.0,2009,sociology,0.3111111111111111,11,0,2,woman,5950314.0,University of West Georgia,4171058749.0,141334.0,R3,False,False,False
826,gilda a barabino,1,127.0,2009,biology,0.1424501424501424,1,0,2,woman,130701444.0,Georgia Institute of Technology,3565156514.0,139755.0,R1,False,False,False
101,kathryn scantlebury,1,5.0,2004,sociology,0.2713807088696879,25,4,3,woman,86501945.0,University of Delaware,2223053423.0,130943.0,R1,False,False,False
222,geraldine l richmond,1,5.0,2004,unknown,0.5640464798359536,9,0,2,woman,181233156.0,University of Oregon,3965217432.0,209551.0,R1,False,False,False
782,ruth e fassinger,1,5.0,2004,psychology,0.5943977591036415,48,1,6,woman,178102782.0,John F. Kennedy University,1566352551.0,116712.0,R3,True,True,False
122,elizabeth g creamer,6,12.0,2005,psychology,0.2303849544519541,2,0,0,woman,859038795.0,Virginia Tech,2324274490.0,233921.0,R1,False,False,False
483,catherine t amelink,1,8.0,2007,engineering,0.3270440251572327,0,0,0,woman,859038795.0,Virginia Tech,2324274490.0,233921.0,R1,False,False,False
350,shannon k mccoy,2,21.0,2013,psychology,0.5375375375375375,2,1,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False
537,ellen e newell,2,21.0,2013,psychology,0.5357142857142857,1,0,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False
105,amy s wharton,2,12.0,2014,sociology,0.2657004830917874,11,0,1,woman,137317281.0,Washington State University Vancouver,55106726.0,,other,False,False,False
281,jessica winchell,3,13.0,2006,political science,0.5,1,0,0,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
657,christine maidl pribbenow,7,66.0,2006,psychology,0.175438596491228,2,0,3,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
688,deveny benting,2,12.0,2006,unknown,0.0,1,0,0,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
61,tamela mcnulty eitle,1,8.0,2009,psychology,0.3078078078078078,6,0,10,woman,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False
464,matthew steffens,1,8.0,2009,psychology,0.0,1,0,1,man,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False
192,sara helms,1,11.0,2014,economics,0.2826086956521739,1,0,0,woman,83321563.0,Samford University,1683233478.0,102049.0,R3,False,False,False
731,tom mckenzie,1,11.0,2014,unknown,0.0,0,0,0,man,124357947.0,University of London,2881002284.0,,other,False,False,False
694,jeanlou chameau,1,39.0,2006,geology,0.0989010989010989,0,0,0,man,130701444.0,Georgia Institute of Technology,3565156514.0,139755.0,R1,False,False,False
127,catherine mavriplis,2,93.0,2009,unknown,0.1357589984350547,2,0,1,woman,153718931.0,University of Ottawa,3694599399.0,,other,False,False,False
449,lori anderson snyder,1,47.0,2009,psychology,0.3359683794466403,1,0,1,woman,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False
562,lauren v blackwell,1,47.0,2009,psychology,0.1666666666666666,1,0,0,woman,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False
125,patricia j culligan,3,5.0,2008,unknown,0.1576698476000569,0,0,0,woman,,,,,,,,
769,p balsam,3,6.0,2007,sociology,0.3333333333333333,0,0,0,man,,,,,,,,
802,jocelyn chertoff,1,59.0,2011,medicine,0.0,1,0,0,woman,,,,,,,,
206,debbie a niemeier,2,37.0,2004,engineering,0.1509661835748792,1,0,4,woman,84218800.0,"University of California, Davis",306192696.0,110644.0,R1,False,False,False
298,cristina gonzalez,1,36.0,2004,unknown,0.1718931475029036,1,0,0,woman,,,,,,,,
226,patricia a higgins,1,87.0,2006,medicine,0.5461309523809523,0,0,0,woman,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False
621,eleanor palo stoller,1,87.0,2006,medicine,0.3423076923076923,4,0,1,woman,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False
647,susan perry,1,87.0,2006,psychology,0.2,0,0,0,woman,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False
854,c taylor,1,87.0,2006,physics,0.8568396226415095,0,0,0,man,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False
813,delois kijana crawford,6,5.0,2014,sociology,0.1904761904761904,0,3,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
63,s marie mccarther,2,15.0,2005,political science,0.0,0,0,0,unknown,,,,,,,,
835,deborah j obannon,2,15.0,2005,sociology,0.0,0,0,0,woman,,,,,,,,
876,david o renz,2,15.0,2005,business,0.2735632183908046,0,0,0,man,,,,,,,,
877,linda garavalia,2,15.0,2005,political science,0.0,0,0,0,woman,,,,,,,,
489,corbin m campbell,4,255.0,2011,psychology,0.3264367816091954,1,0,1,man,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
851,stephanie pincus,2,144.0,2011,medicine,0.5583333333333333,1,0,0,woman,1286243315.0,Society for Women's Health Research,2898225469.0,,other,False,False,False
543,anne e lincoln,2,144.0,2011,sociology,0.0904761904761904,4,0,0,woman,178169726.0,Southern Methodist University,2157990670.0,228246.0,R2,False,False,False
19,cali l anicha,8,25.0,2012,sociology,0.4358974358974359,3,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
224,christi r mcgeorge,4,11.0,2012,psychology,0.4956140350877193,33,1,2,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
487,ann burnett,10,24.0,2010,psychology,0.2285714285714285,5,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False
29,krista lynn minnotte,1,52.0,2010,psychology,0.392090395480226,9,1,2,woman,24571045.0,University of North Dakota,3725107953.0,200280.0,R2,False,False,False
386,christy glass,2,57.0,2010,political science,0.1788211788211788,23,0,10,woman,121980950.0,Utah State University,961439496.0,230728.0,R2,False,False,False
7,jill m bystydzienski,1,67.0,2015,political science,0.3228803716608595,21,3,0,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False
306,anand desai,2,71.0,2012,economics,0.1395918367346938,2,0,0,man,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False
638,nicole r thomas,2,84.0,2015,sociology,0.0952380952380952,2,0,0,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False
263,arturo casadevall,1,44.0,2013,biology,0.4384884926975583,3,0,11,man,129975664.0,Albert Einstein College of Medicine,4044133068.0,,other,False,False,False
448,ferric c fang,1,44.0,2013,biology,0.4131835299243721,4,0,0,unknown,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False
933,j w bennett,1,44.0,2013,biology,0.4715778994524639,4,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False
311,lori l bakken,2,71.0,2003,medicine,0.3632183908045977,2,0,4,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
615,carole j bland,1,44.0,2007,medicine,0.416389811738649,1,0,0,woman,,,,,,,,
828,sushanta mohapatra,1,140.0,2007,sociology,0.0,0,0,0,unknown,,,,,,,,
348,r neill johnson,1,52.0,2011,psychology,0.3333333333333333,2,0,0,unknown,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False
37,mark v roehling,1,11.0,2009,psychology,0.3795355587808418,1,0,2,man,87216513.0,Michigan State University,2617467897.0,171100.0,R1,False,False,False
236,igor ryabov,1,3.0,2008,psychology,0.2428571428571428,4,1,4,man,146079424.0,unknown,,,,,,
610,patricia witherspoon,1,3.0,2008,unknown,0.0,0,0,0,woman,164936912.0,University of Texas at El Paso,2689189567.0,228796.0,R1,True,True,False
50,janet k swim,1,73.0,2014,psychology,0.551796572692095,20,1,16,woman,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False
513,maura borrego,2,147.0,2007,engineering,0.2031427023299344,4,0,4,woman,859038795.0,Virginia Tech,2324274490.0,233921.0,R1,False,False,False
288,carolyn fonseca,2,114.0,2006,psychology,1.0,0,0,0,woman,130701444.0,Georgia Institute of Technology,3565156514.0,139755.0,R1,False,False,False
565,kacey beddoes,6,67.0,2012,sociology,0.249496981891348,11,0,0,woman,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False
678,kyle jones,1,6.0,2014,sociology,0.6,1,0,0,man,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False
78,sandra sgoutasemch,2,1.0,2014,psychology,0.3516483516483517,2,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
168,lisa m baird,2,1.0,2014,biology,0.6111111111111112,0,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
255,jane friedman,2,1.0,2014,mathematics,0.3455882352941176,1,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
301,perla myers,2,1.0,2014,psychology,0.25,1,1,0,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
434,susan m lord,3,4.0,2014,engineering,0.167442488025366,12,6,17,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
436,michelle m camacho,3,4.0,2014,sociology,0.1688311688311688,7,5,10,woman,160856358.0,University of San Diego,1811589614.0,122436.0,R2,False,False,False
393,s a baum,4,7.0,2011,physics,0.6624692542115929,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
426,margaret b bailey,12,9.0,2011,engineering,0.2259164535379369,0,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
501,maureen valentine,8,6.0,2011,engineering,0.2333333333333333,0,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
502,sharon patricia mason,8,9.0,2011,computer science,0.1333333333333333,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
506,betsy dell,1,0.0,2014,computer science,0.0,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
620,carol marchetti,10,8.0,2011,psychology,0.1,1,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
658,laurie clayton,2,0.0,2014,computer science,0.0,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
859,susan foster,2,0.0,2014,psychology,0.1636363636363636,2,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False
209,lisa m frehill,4,77.0,2004,sociology,0.2132132132132132,11,1,2,woman,10052268.0,New Mexico State University,1766726279.0,188030.0,R2,True,True,False
104,christopher n brammer,1,4.0,2008,unknown,0.5083333333333333,1,0,0,man,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False
215,donna j nelson,4,166.0,2005,unknown,0.5851106639839034,4,0,2,woman,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False
239,mary e dozier,1,154.0,2013,psychology,0.6106122448979592,0,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False
332,lesley g campbell,1,154.0,2013,biology,0.72,0,0,0,woman,530967.0,Ryerson University,311401431.0,,other,False,False,False
538,siya mehtani,1,154.0,2013,biology,0.0,0,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False
730,janice rinehart,6,170.0,2008,political science,0.2307692307692307,1,1,1,woman,12912129.0,Northeastern University,4026457052.0,167358.0,R1,False,False,False
44,eve a riskin,4,21.0,2007,computer science,0.3152084556664709,3,0,0,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False
351,joyce w yen,5,27.0,2007,sociology,0.119047619047619,4,0,1,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False
372,kate quinn,2,17.0,2007,political science,0.2545454545454545,0,0,1,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False
479,sheila edwards lange,1,7.0,2007,political science,0.2,2,0,0,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False
683,sheri perelli,1,71.0,2013,business,0.217391304347826,4,0,0,woman,185443292.0,Wayne State University,3259835826.0,172644.0,R1,False,False,False
695,kathleen buse,1,71.0,2013,psychology,0.3014705882352941,4,0,2,woman,58956616.0,Case Western Reserve University,3172241394.0,201645.0,R1,False,False,False
133,mary virnoche,1,3.0,2014,engineering,0.1601731601731601,1,0,3,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False
136,e a eschenbach,1,3.0,2014,engineering,0.2606060606060606,3,0,4,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False
369,eileen cashman,1,3.0,2014,engineering,0.3933333333333333,3,0,1,woman,192389796.0,Humboldt State University,2675066886.0,115755.0,carnegie,True,True,False
231,eve fine,6,281.0,2005,psychology,0.2417582417582417,3,0,0,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
353,stacie e geller,1,42.0,2005,medicine,0.7828467153284672,5,0,1,woman,,,,,,,,
198,amy blackstone,3,27.0,2013,psychology,0.3850806451612903,6,0,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False
131,leslie e tower,4,40.0,2014,psychology,0.3075268817204301,9,0,0,woman,12097938.0,West Virginia University,3704167016.0,238032.0,R1,False,False,False
167,anna c faul,1,8.0,2015,psychology,0.2904428904428904,4,0,0,woman,26999989.0,University of the Free State,2475763986.0,,other,False,False,False
276,wanda lott collins,1,8.0,2015,psychology,0.3181818181818182,3,0,0,woman,142740786.0,University of Louisville,2099178510.0,157289.0,R1,False,False,False
391,priscilla a gibson,1,8.0,2015,psychology,0.3114035087719298,16,2,9,woman,130238516.0,University of Minnesota,1853563168.0,174066.0,R1,False,False,False
985,johnnie hamiltonmason,1,8.0,2015,psychology,0.6,4,1,1,man,179245896.0,Simmons College,1122135662.0,167783.0,R3,False,False,False
110,ann m beutel,1,22.0,2006,psychology,0.4857142857142857,10,0,5,woman,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False
807,a e michaels,1,2.0,2007,economics,0.0,0,0,0,unknown,,,,,,,,
327,cora bagley marrett,1,185.0,2005,political science,0.0,2,0,0,woman,,,,,,,,
707,denice denton,1,185.0,2005,political science,0.0,2,0,0,woman,,,,,,,,
58,barbara grosz,1,185.0,2005,computer science,0.5577026301663983,2,0,0,woman,,,,,,,,
797,virginia hinshaw,1,185.0,2005,political science,0.0,1,0,0,woman,,,,,,,,
817,donna e shalala,1,185.0,2005,business,0.1454545454545454,3,0,1,woman,,,,,,,,
397,randi c martin,1,250.0,2009,psychology,0.7387946819520739,5,0,0,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False
442,juan m madera,2,298.0,2009,psychology,0.4974008207934337,11,0,4,man,44461941.0,University of Houston,1921858629.0,225511.0,R1,True,True,False
324,patricia flatley brennan,1,5.0,2006,medicine,0.3105069173655253,1,0,0,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
28,starr roxanne hiltz,1,8.0,2007,computer science,0.3414506730962427,0,0,0,woman,118118575.0,New Jersey Institute of Technology,2881463209.0,185828.0,R1,False,False,False
128,maria m plummer,1,8.0,2007,computer science,0.2,0,0,0,woman,118118575.0,New Jersey Institute of Technology,2881463209.0,185828.0,R1,False,False,False
196,quentin jones,1,8.0,2007,computer science,0.4324561403508772,1,0,0,man,118118575.0,New Jersey Institute of Technology,2881463209.0,185828.0,R1,False,False,False
942,e kim,1,8.0,2007,computer science,0.0,0,0,0,unknown,21700936.0,Northern State University,3046703153.0,219259.0,carnegie,False,False,False
811,jinghui bao,1,110.0,2011,psychology,0.0,0,0,0,unknown,,,,,,,,
176,anna kaatz,1,31.0,2012,psychology,0.4338461538461538,6,0,5,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False
60,melissa c thomashunt,1,36.0,2009,psychology,0.2365591397849462,2,0,2,woman,51556381.0,University of Virginia,2123654681.0,234076.0,R1,False,False,False
341,susan f cabrera,1,36.0,2009,psychology,0.0,1,0,0,woman,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False
425,stephen j sauer,1,36.0,2009,psychology,0.328735632183908,1,0,0,man,16944753.0,Clarkson University,1885532354.0,190044.0,R2,False,False,False
943,anish bavishi,1,48.0,2010,psychology,0.0,1,0,0,man,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False
734,darlene f saporu,1,1.0,2015,psychology,0.0,1,0,0,woman,1925986.0,Loyola University Chicago,4113472962.0,146719.0,R2,False,False,False
757,joan m herbers,5,26.0,2012,biology,0.7278688524590164,13,0,2,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False
64,francine d blau,2,104.0,2010,economics,0.4426432810700682,66,4,15,woman,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False
156,donna k ginther,2,104.0,2010,psychology,0.1975347661188369,19,1,7,woman,146416000.0,University of Kansas,1960803134.0,155317.0,R1,False,False,False
417,janet currie,2,104.0,2010,medicine,0.1930203806099771,7,0,19,woman,20089843.0,Princeton University,173566354.0,186131.0,R1,False,False,False
494,rachel croson,2,104.0,2010,economics,0.3048249591873753,3,0,0,woman,87216513.0,Michigan State University,2617467897.0,171100.0,R1,False,False,False
542,diana rhoten,1,176.0,2007,sociology,0.6444444444444445,0,0,1,woman,1284584826.0,Social Science Research Council,2855250061.0,,other,False,False,False
52,mary blairloy,2,94.0,2014,sociology,0.2801418439716312,11,0,3,woman,36258959.0,"University of California, San Diego",923795525.0,110680.0,R1,False,False,False
491,erin a cech,3,94.0,2014,sociology,0.2474289171203871,20,2,3,woman,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False
340,stephanie c payne,5,37.0,2014,psychology,0.518796992481203,2,0,0,woman,91045830.0,Texas A&M University,40906527.0,228723.0,R1,False,False,False
558,xiaohong xu,3,26.0,2014,psychology,0.698781838316722,2,0,0,unknown,81365321.0,Old Dominion University,285518290.0,232982.0,R2,False,False,False
452,karla a erickson,1,6.0,2010,sociology,0.3320158102766798,7,1,2,woman,173288447.0,Grinnell College,2920817545.0,153384.0,carnegie,False,False,False
54,caterina scoglio,1,1.0,2007,computer science,0.3843421636821074,5,0,0,woman,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
86,don gruenbacher,1,1.0,2007,computer science,0.3240816326530612,0,0,0,man,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
180,balasubramaniam natarajan,1,1.0,2007,computer science,0.5502597314983472,0,0,0,man,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
328,anil pahwa,1,1.0,2007,engineering,0.4555984555984556,2,0,0,man,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
548,m muguira,1,1.0,2007,unknown,0.0,0,0,0,unknown,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
939,c lewis,1,1.0,2007,unknown,0.0,0,0,0,unknown,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False
23,enrica n ruggs,1,13.0,2015,psychology,0.4230343300110742,11,1,4,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False
922,larry r martinez,1,13.0,2015,psychology,0.4963715529753265,20,0,1,man,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False
384,robyn a berkley,1,29.0,2007,psychology,0.3684210526315789,1,0,0,woman,,,,,,,,
159,christina d falci,3,40.0,2016,psychology,0.5380116959064327,2,0,2,woman,114395901.0,University of Nebraska–Lincoln,3390882279.0,181464.0,R1,False,False,False
163,loriann roberson,2,87.0,2010,psychology,0.5187165775401069,1,0,5,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
279,caryn j block,2,87.0,2010,psychology,0.5918003565062389,4,1,7,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
403,sandy m koch,1,86.0,2011,psychology,1.0,0,0,2,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
609,benjamin e liberman,1,86.0,2011,psychology,0.6111111111111112,5,0,2,man,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False
