NetworkId,AuthorId,FullName,TotalPublications,TotalCitations,FirstYear,gender_only,intersectional,race_ethnicity,AuthorGender,AffiliationId,AffiliationName,org_id,carnegie_id,carnegie_doctoral_type,carnegie_msi,carnegie_hsi,carnegie_hbcu,PrimaryField,AuthorRace
168,2028469872,barbara hacker,2,7,2009,1,0,0,woman,98947143.0,"California State Polytechnic University, Pomona",3785258260.0,110529.0,carnegie,False,False,False,engineering,white
207,2076316753,mary lucero ferrel,2,7,2009,0,0,0,woman,98947143.0,"California State Polytechnic University, Pomona",3785258260.0,110529.0,carnegie,False,False,False,engineering,
811,2729136458,jean van delinder,1,5,2009,1,0,0,man,,unknown,,,unknown,False,False,False,political science,
183,2043279835,bill rocque,1,29,2009,0,0,0,man,193054373.0,University of Redlands,3185634078.0,121691.0,carnegie,False,False,False,political science,white
752,2657609215,ruth guthrie,1,6,2009,4,0,0,woman,,unknown,,,unknown,False,False,False,,
524,2306439940,lauren v blackwell,1,47,2009,1,0,0,woman,8692664.0,University of Oklahoma,1914578164.0,207500.0,R1,False,False,False,,
352,2142607377,christine s grant,6,27,2009,4,4,6,woman,137902535.0,North Carolina State University,2263107286.0,199193.0,R1,False,False,False,sociology,black
334,2135259394,kareen ror malone,1,127,2009,11,0,2,woman,5950314.0,University of West Georgia,4171058749.0,141334.0,R3,False,False,False,sociology,
119,1966826163,catherine mavriplis,3,95,2009,2,0,1,woman,153718931.0,University of Ottawa,3694599399.0,,other,False,False,False,engineering,white
554,2363739712,linda a longmitchell,1,10,2009,1,1,1,woman,,unknown,,,unknown,False,False,False,sociology,
412,2162519689,juan m madera,2,298,2009,11,0,4,man,44461941.0,University of Houston,1921858629.0,225511.0,R1,True,True,False,psychology,
30,168654992,krista lynn minnotte,1,52,2010,9,1,2,woman,24571045.0,University of North Dakota,3725107953.0,200280.0,R2,False,False,False,medicine,white
734,2636812259,g a arbucklekeil,1,0,2010,1,0,0,unknown,,unknown,,,unknown,False,False,False,engineering,
421,2165926699,karla a erickson,1,6,2010,7,1,2,woman,173288447.0,Grinnell College,2920817545.0,153384.0,carnegie,False,False,False,psychology,
291,2120083236,kimberly k buch,2,52,2010,0,0,0,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False,sociology,white
220,2097746944,meredith g hastings,5,17,2010,1,0,0,woman,27804330.0,Brown University,3841252086.0,217156.0,R1,False,False,False,sociology,white
512,2295978737,barbara e smith,2,2,2010,0,1,1,woman,,unknown,,,unknown,False,False,False,sociology,
3,28949107,erika marinspiotta,6,33,2010,3,1,2,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False,sociology,white
203,2070283337,kristen p constant,3,2,2010,1,1,2,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,political science,
431,2169508784,eric j carpenter,1,1,2010,0,0,1,man,,unknown,,,unknown,False,False,False,engineering,
384,2152738869,kristin m fox,1,2,2010,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,white
507,2284472405,megan shaw,1,46,2010,0,0,0,woman,193531525.0,George Washington University,529527708.0,131469.0,R1,False,False,False,,
479,2250644932,megumi watanabe,5,47,2010,1,0,3,woman,113306721.0,Hiroshima University,4164632330.0,,other,False,False,False,psychology,east asian
332,2134458403,miriam rossi,2,19,2010,2,0,0,woman,126820664.0,Vassar College,3871968907.0,197133.0,carnegie,False,False,False,sociology,white
221,2097881291,barbara l whitten,1,0,2010,3,0,0,woman,,unknown,,,unknown,False,False,False,psychology,white
787,2697538039,monica adya,1,9,2010,5,1,0,woman,102461120.0,Marquette University,1856943260.0,239105.0,R2,False,False,False,psychology,
939,2989996183,a staudt,1,0,2010,0,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
721,2625705683,elizabeth birmingham,4,1,2010,2,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
235,2101959038,elisabeth sheff,1,0,2010,7,0,0,woman,,unknown,,,unknown,False,False,False,political science,
689,2605461867,kim dam,1,46,2010,0,0,0,woman,193531525.0,George Washington University,529527708.0,131469.0,R1,False,False,False,,
949,3021177905,a m de boer,1,0,2010,0,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
5,39964958,kerry k karukstis,4,19,2010,2,0,0,woman,133543626.0,Harvey Mudd College,3575800017.0,115409.0,carnegie,False,False,False,sociology,white
314,2127810971,nancy s mills,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
260,2110692970,eileen m trauth,1,9,2010,36,14,8,woman,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,
501,2273893292,natalya yassinskaya,1,46,2010,0,0,0,woman,193531525.0,George Washington University,529527708.0,131469.0,R1,False,False,False,,
767,2672734080,overtoun jenda,2,1,2010,0,0,0,man,,unknown,,,unknown,False,False,False,psychology,
389,2155300725,pamela p martin,1,1,2010,1,0,9,woman,,unknown,,,unknown,False,False,False,engineering,
16,80964880,donna sollie,2,1,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
713,2618702420,kimberley frederick,1,2,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
136,1986898914,karen a froelich,3,4,2010,2,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,
149,1997767565,valerie martin conley,5,3,2010,4,0,0,woman,,unknown,,,unknown,False,False,False,political science,white
192,2055694948,allison l steiner,3,7,2010,2,0,0,woman,27837315.0,University of Michigan,44098792.0,170976.0,R1,False,False,False,sociology,white
308,2126350712,tuere bowles,1,1,2010,2,1,4,unknown,,unknown,,,unknown,False,False,False,engineering,
958,3052059465,linda fritz,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
535,2322729755,amanda s adams,3,7,2010,1,0,0,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False,sociology,
467,2228628952,lisa m larson,3,6,2010,3,1,0,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,medicine,
583,2475759418,jill granger,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
71,1118227787,amanda v bakian,1,7,2010,2,0,3,woman,121980950.0,Utah State University,961439496.0,230728.0,R2,False,False,False,engineering,
150,1999187860,loriann roberson,2,87,2010,1,0,5,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,medicine,
158,2009826892,jordana hoegh,3,13,2010,0,0,0,woman,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,
151,1999302880,lynette kvasny,1,9,2010,31,8,8,woman,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,
529,2309870039,jeria l quesenberry,1,9,2010,12,1,1,unknown,74973139.0,Carnegie Mellon University,15048887.0,211440.0,R1,False,False,False,psychology,
776,2681423309,toni alexander,2,1,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
596,2491240952,leslie lyons,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
134,1985899296,alice l pawley,11,94,2010,12,3,9,woman,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,white
476,2245268062,amy lisa graves,1,0,2010,3,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
348,2140932036,joyce mccarl nielson,1,0,2010,1,0,0,woman,188538660.0,University of Colorado Boulder,3311607547.0,126614.0,R1,False,False,False,political science,
143,1994882702,donna k ginther,2,104,2010,19,1,7,woman,146416000.0,University of Kansas,1960803134.0,155317.0,R1,False,False,False,economics,
262,2111033965,alice e smith,2,1,2010,1,0,0,woman,,unknown,,,unknown,False,False,False,sociology,white
605,2503246285,victoria r brown,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
387,2153904071,janet currie,2,104,2010,7,0,19,woman,20089843.0,Princeton University,173566354.0,186131.0,R1,False,False,False,psychology,
657,2580476687,julie t millard,2,0,2010,1,0,0,woman,27504731.0,Colby College,2316145950.0,161086.0,carnegie,False,False,False,psychology,
979,3176041188,t holloway,2,0,2010,1,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
925,2973712686,anish bavishi,1,48,2010,1,0,0,man,74775410.0,Rice University,3820954773.0,227757.0,R1,False,False,False,psychology,
452,2194169123,ann burnett,10,24,2010,5,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,white
783,2691023195,marie wooten,2,1,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
222,2097985379,marina kogan,4,5,2010,3,0,0,woman,188538660.0,University of Colorado Boulder,3311607547.0,126614.0,R1,False,False,False,psychology,
273,2114369888,k d joshi,1,9,2010,11,7,2,woman,72951846.0,Washington State University,1133568255.0,236939.0,R1,False,False,False,psychology,south asian
327,2131595403,anne cox,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
542,2340617115,laura rhoton,1,3,2010,1,0,0,woman,,unknown,,,unknown,False,False,False,medicine,
319,2128326956,laura l wright,2,19,2010,2,0,0,woman,86115722.0,Furman University,605705834.0,218070.0,carnegie,False,False,False,sociology,white
293,2120670537,arlene m fiore,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
975,3168719505,annebarrie hunter,1,1,2010,0,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
59,403251530,francine d blau,2,104,2010,66,4,15,woman,205783295.0,Cornell University,1190280161.0,190415.0,R1,False,False,False,economics,white
14,78364912,canan bilengreen,15,28,2010,6,1,1,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,white
423,2166376958,roger a green,7,6,2010,4,0,1,man,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,engineering,white
372,2149674073,cynthia blaha,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,psychology,white
705,2614875949,cassandra groen,1,1,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
627,2549463126,bridget l gourley,2,19,2010,2,0,0,woman,12113309.0,DePauw University,1316194052.0,150400.0,carnegie,False,False,False,sociology,white
586,2480249997,cynthia d anderson,6,3,2010,3,0,0,woman,,unknown,,,unknown,False,False,False,political science,
459,2215692108,rachel croson,2,104,2010,3,0,0,woman,87216513.0,Michigan State University,2617467897.0,171100.0,R1,False,False,False,economics,white
460,2218857294,brenda johnson,1,2,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,white
12,70032249,cynthia k riemenschneider,1,9,2010,7,1,1,woman,157394403.0,Baylor University,2388952165.0,223232.0,R2,False,False,False,psychology,
710,2617598274,carol ann miderski,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
608,2505542151,d valentine,1,0,2010,1,0,0,unknown,,unknown,,,unknown,False,False,False,engineering,
135,1986397369,peggy layne,3,0,2010,2,0,1,woman,859038795.0,Virginia Tech,2324274490.0,233921.0,R1,False,False,False,computer science,white
211,2088125271,david a koonce,5,3,2010,2,0,0,man,,unknown,,,unknown,False,False,False,political science,white
595,2490952571,darlene loprete,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
585,2478999165,daniel j svyantec,1,0,2010,0,0,0,man,,unknown,,,unknown,False,False,False,psychology,
255,2109356130,caryn j block,2,87,2010,4,1,7,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,psychology,
269,2113436029,deborah j armstrong,1,9,2010,5,1,0,woman,,unknown,,,unknown,False,False,False,psychology,
93,1665081160,catherine white berheide,6,16,2010,8,0,1,woman,21104390.0,Skidmore College,1515029504.0,195526.0,carnegie,False,False,False,political science,white
243,2104315591,rachelle s heller,2,48,2010,2,0,0,woman,193531525.0,George Washington University,529527708.0,131469.0,R1,False,False,False,engineering,white
276,2115177649,daydrie hague,2,1,2010,0,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
179,2039382851,christine wiedinmyer,4,9,2010,1,0,0,woman,107766831.0,National Center for Atmospheric Research,3526455519.0,,other,False,False,False,sociology,white
624,2547270484,dina banerjee,6,26,2010,2,0,5,woman,139418187.0,Shippensburg University of Pennsylvania,3590127483.0,216010.0,carnegie,False,False,False,sociology,
359,2144772734,christy glass,2,57,2010,23,0,10,woman,121980950.0,Utah State University,961439496.0,230728.0,R2,False,False,False,political science,
246,2105216374,charlene sorensen,2,48,2010,1,0,1,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False,engineering,white
589,2482214364,ruth beeston,1,0,2010,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
750,2656172807,rose kontak,4,6,2010,1,0,0,woman,27804330.0,Brown University,3841252086.0,217156.0,R1,False,False,False,sociology,
154,2003410570,cheryl beil,1,46,2010,0,0,0,woman,193531525.0,George Washington University,529527708.0,131469.0,R1,False,False,False,,
793,2709121774,deborah a mccarthy,1,5,2011,1,0,0,woman,884745506.0,Saint Mary's College,3905176590.0,152390.0,carnegie,False,False,False,,
465,2224156275,sharon patricia mason,8,9,2011,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,engineering,white
396,2156330036,margaret b bailey,12,9,2011,0,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,political science,white
74,1185511109,angela byarswinston,2,55,2011,5,1,7,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False,medicine,
142,1993334886,matthew j zawadzki,5,216,2011,7,1,2,man,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,
367,2147840436,jan middendorf,1,0,2011,0,0,0,woman,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False,engineering,
296,2122165791,stephanie a shields,5,216,2011,40,13,1,woman,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,white
189,2051318277,phoebe s leboy,3,147,2011,2,0,1,woman,79576946.0,University of Pennsylvania,2811053647.0,215062.0,R1,False,False,False,political science,white
505,2279239303,anne e lincoln,2,144,2011,4,0,0,woman,178169726.0,Southern Methodist University,2157990670.0,228246.0,R2,False,False,False,sociology,white
631,2553007968,principal investigator,1,0,2011,0,0,0,unknown,,unknown,,,unknown,False,False,False,political science,
321,2129113643,r neill johnson,1,52,2011,2,0,0,unknown,130769515.0,Pennsylvania State University,3638840717.0,214777.0,R1,False,False,False,psychology,
128,1979681974,deanna prall,1,1,2011,0,0,0,woman,98947143.0,"California State Polytechnic University, Pomona",3785258260.0,110529.0,carnegie,False,False,False,engineering,
695,2609424745,jacqueline r mozrall,1,3,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
590,2482354702,j p carpenter,1,0,2011,5,1,2,woman,,unknown,,,unknown,False,False,False,engineering,white
564,2421094468,janine p buckner,1,5,2011,2,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
806,2724013551,david knights,1,35,2011,40,1,3,man,,unknown,,,unknown,False,False,False,sociology,
737,2641844850,susan tucker,1,1,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
382,2152224442,mark kenyon,1,5,2011,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
688,2605427282,gina m williams,1,3,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
634,2555323866,susan l carlson,1,0,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
641,2562508821,beth wiemann,1,0,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
650,2566273257,tarani j merriweather,1,86,2011,0,0,1,unknown,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,psychology,
704,2614013573,kathy sukalski,1,1,2011,0,0,0,woman,24571045.0,University of North Dakota,3725107953.0,200280.0,R2,False,False,False,sociology,
965,3089381092,a deboer,1,0,2011,1,0,0,unknown,,unknown,,,unknown,False,False,False,sociology,
433,2169691832,christa smith,1,0,2011,0,0,1,woman,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False,engineering,white
40,234133296,yvette m huet,2,33,2011,1,0,0,woman,,unknown,,,unknown,False,False,False,sociology,white
366,2147026269,s a baum,4,7,2011,0,0,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,political science,white
471,2235879547,chelsea waugaman,1,5,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
488,2256500699,christine mattley,3,1,2011,2,0,0,woman,,unknown,,,unknown,False,False,False,political science,
936,2984925055,advancenebraska evaluation team,1,0,2011,0,0,0,unknown,,unknown,,,unknown,False,False,False,psychology,
226,2099947941,chardie l baird,1,0,2011,7,0,4,unknown,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False,engineering,
53,323845336,cecilia h marzabadi,1,5,2011,3,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
525,2306959162,leigh harrell,1,0,2011,0,0,0,woman,859038795.0,Virginia Tech,2324274490.0,233921.0,R1,False,False,False,computer science,
454,2200780236,corbin m campbell,4,255,2011,1,0,1,man,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,sociology,white
940,2993258773,daniel svyantek,1,1,2011,0,0,0,man,,unknown,,,unknown,False,False,False,sociology,
244,2104446911,cathy kessel,1,6,2011,1,0,0,woman,,unknown,,,unknown,False,False,False,,
644,2563875823,john rebar,1,0,2011,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
773,2674308712,jocelyn chertoff,1,59,2011,1,0,0,woman,,unknown,,,unknown,False,False,False,medicine,
972,3137165551,valerie j kuck,1,5,2011,1,0,0,woman,155538133.0,College of Saint Elizabeth,4290004423.0,186618.0,carnegie,False,False,False,,
780,2685340056,jinghui bao,1,110,2011,0,0,0,unknown,,unknown,,,unknown,False,False,False,psychology,
794,2711345933,d patrick oneal,1,0,2011,0,0,0,unknown,,unknown,,,unknown,False,False,False,engineering,
760,2669953156,amy fried,2,0,2011,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
338,2136796385,susan a nolan,1,5,2011,2,0,0,woman,,unknown,,,unknown,False,False,False,psychology,
204,2071273909,rebecca r riffle,2,23,2011,0,0,0,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False,psychology,
532,2314022016,lynn roberson,1,33,2011,0,0,0,woman,102149020.0,University of North Carolina at Charlotte,2210833833.0,199139.0,R2,False,False,False,sociology,white
648,2565718871,amy levine,1,5,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
938,2988845893,m holmes,1,0,2011,0,0,0,unknown,,unknown,,,unknown,False,False,False,psychology,
577,2467132314,carol marchetti,10,8,2011,1,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,sociology,white
374,2149841138,sandy m koch,1,86,2011,0,0,2,woman,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,psychology,
375,2149893918,sarah m jackson,3,83,2011,2,0,1,woman,19648265.0,Wright State University,3366909973.0,206604.0,R2,False,False,False,psychology,
35,214342114,andrew lounder,3,53,2011,0,0,0,man,,unknown,,,unknown,False,False,False,sociology,
570,2433361423,sally chapman,1,5,2011,2,0,0,woman,98540497.0,Barnard College,1973835356.0,189097.0,carnegie,False,False,False,,
383,2152623631,patricia yancey martin,1,35,2011,1,0,0,man,,unknown,,,unknown,False,False,False,sociology,
185,2046261845,matthew meekins,1,5,2011,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
792,2708404000,steven lalonde,1,3,2011,0,0,0,man,,unknown,,,unknown,False,False,False,engineering,
106,1864273671,molly sween,1,3,2011,0,0,0,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,engineering,
170,2030142669,elizabeth debartolo,1,3,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
69,696078785,audrey rorrer,1,33,2011,0,1,2,woman,,unknown,,,unknown,False,False,False,sociology,white
368,2148094133,sharon topp,1,54,2011,0,0,0,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False,,
649,2566267202,sulinski moderator francine,1,0,2011,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
720,2625348782,nancy m tooney,1,5,2011,1,0,0,woman,,unknown,,,unknown,False,False,False,,
428,2168388852,erika dejonghe,1,1,2011,2,0,0,woman,98947143.0,"California State Polytechnic University, Pomona",3785258260.0,110529.0,carnegie,False,False,False,engineering,
725,2628695718,felicia f dixon,1,5,2011,1,0,0,woman,190567190.0,American Chemical Society,2724124343.0,,other,False,False,False,,
177,2036977769,natalie foster,1,5,2011,1,0,0,woman,186143895.0,Lehigh University,1213318465.0,213543.0,R2,False,False,False,,white
727,2629498337,eleanor groden,1,0,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
181,2041388381,emma jeanes,1,35,2011,10,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
201,2062726692,stephanie pincus,2,144,2011,1,0,0,woman,1286243315.0,Society for Women's Health Research,2898225469.0,,other,False,False,False,sociology,
566,2423310219,benjamin e liberman,1,86,2011,5,0,2,man,78577930.0,Columbia University,2128007522.0,190150.0,R1,False,False,False,psychology,
464,2223838025,maureen valentine,8,6,2011,0,1,0,woman,155173764.0,Rochester Institute of Technology,2498936045.0,195003.0,R2,False,False,False,sociology,white
484,2252142763,dyah a hening,1,1,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
394,2155879892,belinda gutierrez,1,54,2011,0,0,3,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False,,
698,2610063729,donna britton,1,0,2011,0,0,0,woman,189590672.0,Kansas State University,1679301981.0,155399.0,R1,False,False,False,engineering,
784,2691688869,dorothy klimiszacas,1,0,2011,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
699,2610086291,elizabeth hoffman,1,0,2012,0,1,0,woman,,unknown,,,unknown,False,False,False,psychology,white
800,2716947732,mirjam s glessmer,1,4,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,sociology,
772,2673845761,kathleen l kitto,1,0,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
425,2167842083,jennifer hickes lundquist,1,33,2012,14,1,13,woman,24603500.0,University of Massachusetts Amherst,841928199.0,166629.0,R1,False,False,False,psychology,
757,2665414445,lisa grega,1,0,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
927,2974029873,joan marie herbers,5,26,2012,5,0,1,woman,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False,sociology,
731,2633840986,katherine richardson bruna,1,0,2012,0,1,0,woman,,unknown,,,unknown,False,False,False,psychology,
284,2117470622,anand desai,2,71,2012,2,0,0,man,52357470.0,Ohio State University,297975.0,204796.0,R1,False,False,False,sociology,south asian
781,2686288225,amanda norvell,1,0,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
210,2086420469,charlotte chorn dunham,1,5,2012,5,0,2,woman,12315562.0,Texas Tech University,2294551921.0,229115.0,R1,False,False,False,psychology,white
779,2683471948,elisabeth j hufflonergan,1,0,2012,0,1,0,woman,,unknown,,,unknown,False,False,False,psychology,
593,2488645776,alice b popejoy,2,7,2012,3,0,3,woman,,unknown,,,unknown,False,False,False,political science,
335,2135321256,yiming wang,1,4,2012,0,0,0,man,,unknown,,,unknown,False,False,False,sociology,
652,2568388388,cay andersonhanley,2,6,2012,0,0,0,woman,177328695.0,Union College,1949533399.0,196866.0,carnegie,False,False,False,political science,white
303,2124595014,bonnie s bowen,2,1,2012,1,1,0,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,psychology,white
527,2308061128,kacey beddoes,7,69,2012,12,0,0,woman,219193219.0,Purdue University,3208971139.0,243780.0,R1,False,False,False,sociology,white
187,2048822513,sandra w gahn,2,1,2012,1,1,0,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,psychology,
562,2413250202,laura hartin weathers,1,5,2012,0,0,0,woman,32389192.0,University of Alabama at Birmingham,4027481633.0,100663.0,R1,False,False,False,psychology,
144,1994945948,cinnamon l danube,3,161,2012,11,0,0,woman,201448701.0,University of Washington,3040312343.0,236948.0,R1,False,False,False,psychology,
736,2638899983,karen chang yan,1,0,2012,0,0,0,man,,unknown,,,unknown,False,False,False,engineering,
778,2682829269,karlene a hoo,1,5,2012,0,0,0,woman,12315562.0,Texas Tech University,2294551921.0,229115.0,R1,False,False,False,psychology,
670,2594860465,karen elizabeth clark,1,0,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,engineering,
218,2096558551,diane c bates,3,2,2012,2,0,0,woman,64281891.0,The College of New Jersey,3223099627.0,187134.0,carnegie,False,False,False,political science,white
172,2031416694,elizabeth borland,3,2,2012,6,0,1,woman,64281891.0,The College of New Jersey,3223099627.0,187134.0,carnegie,False,False,False,political science,white
439,2172106574,joya misra,6,69,2012,21,4,8,woman,24603500.0,University of Massachusetts Amherst,841928199.0,166629.0,R1,False,False,False,psychology,south asian
159,2011367120,christi r mcgeorge,4,11,2012,31,1,2,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,political science,
420,2165243586,caryl heintz,1,5,2012,0,0,0,woman,12315562.0,Texas Tech University,2294551921.0,229115.0,R1,False,False,False,psychology,white
458,2215529230,susan k gardner,8,167,2012,2,0,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False,psychology,white
802,2721466688,susan j lamont,1,0,2012,0,1,0,woman,,unknown,,,unknown,False,False,False,psychology,
680,2599381801,janet bandows koster,1,122,2012,1,0,0,woman,86484424.0,Association for Women in Science,1696911125.0,,other,False,False,False,sociology,
163,2018181532,anna kaatz,1,31,2012,6,0,5,woman,135310074.0,University of Wisconsin-Madison,676979550.0,240444.0,R1,False,False,False,medicine,
241,2104196809,annette m oconnor,1,1,2012,4,0,0,woman,173911158.0,Iowa State University,4075009238.0,153603.0,R1,False,False,False,psychology,
44,258919189,dawn bratschprince,1,0,2012,1,1,0,woman,,unknown,,,unknown,False,False,False,psychology,
702,2612506608,sue guenterschlesinger,1,0,2012,0,0,0,woman,,unknown,,,unknown,False,False,False,political science,
774,2678047392,suriza vandersandt,1,0,2012,0,0,0,unknown,,unknown,,,unknown,False,False,False,engineering,
20,115937147,cali l anicha,8,25,2012,3,0,0,woman,57328836.0,North Dakota State University,2340947716.0,200332.0,R2,False,False,False,sociology,
638,2561011836,demarco moderator devon a,1,0,2013,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
490,2259117523,lisa defrankcole,2,10,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
809,2727451325,lisa christenson,1,2,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
514,2298275501,sean joseph creighton,3,3,2013,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
642,2562510097,john kidder,1,0,2013,0,0,0,man,,unknown,,,unknown,False,False,False,political science,
600,2497492871,sara rushing,4,52,2013,5,0,0,woman,23732399.0,Montana State University,4012281303.0,180461.0,R1,False,False,False,political science,white
323,2129418453,shannon k mccoy,2,21,2013,2,1,0,woman,7947594.0,University of Maine,3842802796.0,161253.0,R2,False,False,False,psychology,white
492,2259826572,suzanna m rose,1,2,2013,33,0,4,woman,19700959.0,Florida International University,4176811649.0,133951.0,R1,True,True,False,sociology,white
270,2113514793,eric freeman,1,0,2013,0,0,0,man,,unknown,,,unknown,False,False,False,engineering,
722,2626210664,mary madden,1,0,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
118,1963678361,elizabeth a burroughs,3,0,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,,
813,2732238021,una bray,1,2,2013,1,0,0,woman,,unknown,,,unknown,False,False,False,political science,
914,2965192458,j w bennett,1,44,2013,4,0,0,woman,102322142.0,Rutgers University,2007474793.0,186380.0,R1,False,False,False,psychology,white
