PublicationId,Doi,PaperTitle,BookTitle,OriginalTitle,Year,Date,JournalId,Volume,Issue,FirstPage,LastPage,CitationCount,ADVANCEtype,JournalName
2060194233.0,10.1353/JHE.2014.0027,to heaven or hell sensemaking about why faculty leave,,To Heaven or Hell: Sensemaking about Why Faculty Leave,2014,9/1/14,71326023,85,5,603,632,35,,the journal of higher education
1981918578.0,10.4236/SM.2013.34043,does work environment affect faculty health scores,,Does Work Environment Affect Faculty Health Scores,2013,9/3/13,2764425887,3,4,317,324,0,,sociology mind
1991013789.0,10.1080/21515581.2014.966830,cross level effects of procedural justice perceptions on faculty trust,,Cross-level effects of procedural justice perceptions on faculty trust,2014,10/24/14,,4,2,147,166,5,,
2126364451.0,10.1177/0092055X10364014,a constructive controversy approach to case studies,,A Constructive Controversy Approach to “Case Studies”:,2010,5/3/10,151245446,38,2,119,131,6,gender_only,teaching sociology
2603037059.0,,advance project tracs charrette posters 2014,,ADVANCE Project TRACS Charrette Posters 2014,2014,4/1/14,,,,1,4,0,,
2201123404.0,,the dynamics of attracting switchers a cross disciplinary comparison,,The Dynamics of Attracting Switchers: A Cross-Disciplinary Comparison,2013,6/23/13,,,,,,1,,
2775384779.0,,designing welcoming and inclusive stem department websites,,Designing Welcoming and Inclusive STEM Department Websites,2006,1/1/06,2764354457,,,,,1,,women in engineering proactive network
2944842900.0,10.1080/00221546.2019.1615332,metrics money and managerialism faculty experiences of competing logics in higher education,,"Metrics, Money, and Managerialism: Faculty Experiences of Competing Logics in Higher Education",2020,1/2/20,71326023,91,1,139,164,10,,the journal of higher education
2891412195.0,10.1080/1359432X.2018.1517115,social network ties and organizational citizenship behavior evidence of a curvilinear relationship,,Social network ties and organizational citizenship behavior: evidence of a curvilinear relationship,2018,9/17/18,187270080,27,6,752,763,4,,european journal of work and organizational psychology
96392772.0,,nsf advance institutional transformation for faculty diversity faculty worklife survey results,,NSF Advance: Institutional Transformation for Faculty Diversity - Faculty Worklife Survey Results,2005,1/1/05,,,,,,0,,
2476598416.0,10.1007/S10755-016-9373-8,workplace faculty friendships and work family culture,,Workplace Faculty Friendships and Work-Family Culture,2017,4/1/17,53132383,42,2,113,125,7,,innovative higher education
2567702812.0,10.1615/JWOMENMINORSCIENENG.2016015372,hispanic female stem faculty in puerto rico results from an nsf advance networking workshop,,HISPANIC FEMALE STEM FACULTY IN PUERTO RICO: RESULTS FROM AN NSF ADVANCE NETWORKING WORKSHOP,2016,1/1/16,167998872,22,3,223,243,1,,journal of women and minorities in science and engineering
2164695065.0,10.4067/S0718-27242010000100011,mind the gap women in stem career breaks,,Mind the Gap: Women in STEM Career Breaks,2010,3/23/10,72326750,5,1,140,151,46,,journal of technology management & innovation
2618334752.0,,faculty leadership development program outcomes,,Faculty Leadership Development Program Outcomes,2010,5/2/10,,,,,,0,,
2758487339.0,,changes in the nature of faculty work in engineering during the first three years,,Changes In The Nature Of Faculty Work In Engineering During The First Three Years,2008,6/22/08,,,,,,1,,
2113680867.0,10.1037/A0020763,the effect of professor ethnicity and gender on student evaluations judged before met,,The effect of professor ethnicity and gender on student evaluations: Judged before met.,2010,12/1/10,48143771,3,4,245,256,48,gender_only,journal of diversity in higher education
2904671831.0,,building and breaching boundaries an intersectional coherent group approach to advancing women faculty in engineering,,Building and Breaching Boundaries: an Intersectional Coherent Group Approach to Advancing Women Faculty in Engineering,2018,6/23/18,,,,,,1,gender_only,
2494015507.0,10.1108/S1529-212620140000019008,processes and pathways exploring promotion to full professor at two liberal arts colleges in the united states,,Processes and Pathways: Exploring Promotion to Full Professor at Two Liberal Arts Colleges in the United States,2014,10/6/14,,19,,,,1,,
1554800603.0,,how s the climate on your campus,,How's the Climate on Your Campus,2005,1/1/05,,21,4,,,5,,
2493267635.0,10.1108/S1529-212620140000019011,disproportionate awards for women in disciplinary societies,,Disproportionate Awards for Women in Disciplinary Societies,2014,10/6/14,,19,,,,4,gender_only,
2401781608.0,,exploding pipelines mythological metaphors structuring diversity oriented engineering education research agendas,,Exploding Pipelines: Mythological Metaphors Structuring Diversity-Oriented Engineering Education Research Agendas,2011,6/26/11,,,,,,11,,
2913602493.0,10.18738/AWL.V36I0.18,understanding why one university s women s leadership development strategies are so effective,,Understanding “Why” One University’s Women’s Leadership Development Strategies are So Effective,2016,1/1/16,,36,,26,35,4,,
3026271686.0,,transforming the associate to full promotion system wrestling with strategic ambiguity and gender equity,,Transforming the Associate-to-Full Promotion System: Wrestling with Strategic Ambiguity and Gender Equity,2019,6/15/19,,,,,,1,gender_only,
2911751579.0,10.3389/FPSYG.2019.00011,the multiple dimensions of gender stereotypes a current look at men s and women s characterizations of others and themselves,,The multiple dimensions of gender stereotypes: A current look at men's and women's characterizations of others and themselves,2019,1/30/19,9692511,10,11,11,,46,gender_only,frontiers in psychology
2463919866.0,,gender differences in promotion experiences at two elite private liberal arts colleges in the united states,,Gender Differences in Promotion Experiences at Two Elite Private Liberal Arts Colleges in the United States.,2013,3/22/13,,2013,1,,,2,gender_only,
2587216311.0,,a warmer climate for women in engineering,,A Warmer Climate For Women In Engineering,2006,6/18/06,,,,,,1,,
203750981.0,,interactive panel on advocacy tips an initiative to provide individuals the tools to advocate for women and underrepresented minorities,,Interactive Panel on Advocacy Tips: an Initiative to Provide Individuals the Tools to Advocate for Women and Underrepresented Minorities,2014,6/15/14,,,,,,0,race_ethnicity,
1539453954.0,10.1002/9781119067573.CH14,facilitating career advancement for women in the geosciences through the earth science women s network eswn,Women in the Geosciences,Facilitating Career Advancement for Women in the Geosciences through the Earth Science Women's Network (ESWN),2015,5/8/15,,2011,,149,159,2,,
2131286378.0,10.1177/0192513X14530972,a demands and resources approach to understanding faculty turnover intentions due to work family balance,,A Demands and Resources Approach to Understanding Faculty Turnover Intentions Due to Work–Family Balance,2016,2/1/16,82455696,37,3,393,415,32,,journal of family issues
2466023948.0,,advance peer mentoring summits for underrepresented minority women engineering faculty,,Advance Peer Mentoring Summits For Underrepresented Minority Women Engineering Faculty,2010,6/20/10,,,,,,1,race_ethnicity,
2885572386.0,10.1037/DHE0000081,secret service revealing gender biases in the visibility and value of faculty service,,Secret service: Revealing gender biases in the visibility and value of faculty service.,2019,3/1/19,48143771,12,1,85,98,19,gender_only,journal of diversity in higher education
3095615027.0,,the oxford handbook of stigma discrimination and health,,"The Oxford handbook of stigma, discrimination, and health.",2018,1/1/18,,,,,,24,,
3022304875.0,,networking skills as a career development practice lessons from the earth science women s network eswn,,Networking Skills as a Career Development Practice: Lessons from the Earth Science Women's Network (ESWN),2010,12/1/10,,2010,,,,0,,
2246193522.0,10.15195/V4.A6,degrees of difference gender segregation of us doctorates by field and program prestige,,Degrees of Difference: Gender Segregation of US Doctorates by Field and Program Prestige,2017,2/6/17,2739021930,4,6,123,150,24,gender_only,sociological science
1598189373.0,10.1615/JWOMENMINORSCIENENG.2015012713,academic career satisfaction the roles of gender and discipline,,ACADEMIC CAREER SATISFACTION: THE ROLES OF GENDER AND DISCIPLINE,2015,7/9/15,167998872,21,2,125,140,1,,journal of women and minorities in science and engineering
2905169108.0,10.1371/JOURNAL.PONE.0207316,undoing disparities in faculty workloads a randomized trial experiment,,Undoing disparities in faculty workloads: A randomized trial experiment,2018,12/19/18,202381698,13,12,1,15,11,,plos one
2562766371.0,,ac 2011 2271 establishing the foundation for future or ganizational reform and transformation at a large pri vate university to expand the representation of women faculty,,AC 2011-2271: ESTABLISHING THE FOUNDATION FOR FUTURE OR- GANIZATIONAL REFORM AND TRANSFORMATION AT A LARGE PRI- VATE UNIVERSITY TO EXPAND THE REPRESENTATION OF WOMEN FACULTY,2011,6/26/11,,,,,,3,,
2460810395.0,,girls and women in stem a never ending story,,Girls and women in STEM: A never ending story.,2014,1/1/14,,,,,,2,,
383135094.0,,gender equity in science and engineering advancing change in higher education,,Gender Equity in Science and Engineering: Advancing Change in Higher Education,2011,11/28/11,,,,,,45,gender_only,
2034122708.0,10.1007/S11266-013-9378-1,gender differences in formal and informal volunteering in germany,,Gender Differences in Formal and Informal Volunteering in Germany,2014,8/1/14,80347152,25,4,887,904,11,,voluntas
637280644.0,,the science glass ceiling academic women scientist and the struggle to succeed,,The Science Glass Ceiling: Academic Women Scientist and the Struggle to Succeed,2004,1/1/04,,,,,,155,,
3175694603.0,10.33423/JBD.V20I2.2898,blazing the trail a qualitative case study of mentoring in a gender equity leadership development program,,Blazing the Trail: A Qualitative Case Study of Mentoring in a Gender Equity Leadership Development Program,2020,1/1/20,,20,2,,,0,gender_only,
2742785560.0,,advancevt final report,,AdvanceVT Final Report,2010,1/1/10,,,,,,0,gender_only,
1977931799.0,10.1353/RHE.2013.0021,the role of emotional competencies in faculty doctoral student relationships,,The Role of Emotional Competencies in Faculty-Doctoral Student Relationships,2013,1/1/13,186832212,36,3,315,347,61,,the review of higher education
2053340132.0,10.1038/469472A,scholars awards go mainly to men,,Scholars' awards go mainly to men,2011,1/27/11,137773608,469,7331,472,472,22,,nature
2731525691.0,,career advancement program for tenured sem women faculty,,Career Advancement Program for Tenured SEM Women Faculty,2008,5/23/08,2764354457,,,,,0,,women in engineering proactive network
2077382305.0,10.1177/1097184X03260963,the gendered construction of the engineering profession in the united states 1893 1920,,"The Gendered Construction of the Engineering Profession in the United States, 1893–1920",2004,4/1/04,96072387,6,4,383,403,52,gender_only,men and masculinities
1651457188.0,,women and minorities in science technology engineering and mathematics upping the numbers,,"Women and minorities in science, technology, engineering and mathematics : upping the numbers",2007,1/1/07,,,,,,111,gender_only,
2623248709.0,,parallel paths a college wide peer group mentoring program,,Parallel Paths: A College-Wide Peer Group Mentoring Program,2007,12/6/07,2764354457,,,,,0,,women in engineering proactive network
2265463515.0,10.1007/S10961-015-9460-5,on ramping following women scientists and engineers through their transition from nonacademic to faculty careers,,On-ramping: following women scientists and engineers through their transition from nonacademic to faculty careers,2017,2/1/17,185905316,42,1,98,115,3,gender_only,journal of technology transfer
3037625790.0,10.1037/PSPI0000248,out of place socioeconomic status use of public space and belonging in higher education,,"Out of place: Socioeconomic status, use of public space, and belonging in higher education.",2021,1/1/21,29984966,120,1,131,144,2,,journal of personality and social psychology
2806165599.0,10.1177/0731121418778534,non normative connections between work and family the gendered career consequences of being a dual career academic,,Non-normative Connections between Work and Family: The Gendered Career Consequences of Being a Dual-career Academic:,2018,5/30/18,195570583,61,5,766,786,0,,sociological perspectives
2134267121.0,10.1086/511799,getting a job is there a motherhood penalty,,Getting a job: Is there a motherhood penalty?,2007,3/1/07,122471516,112,5,1297,1338,1168,,american journal of sociology
2086672633.0,10.1089/JWH.2005.14.684,nih director s pioneer awards could the selection process be biased against women,,NIH Director's Pioneer Awards: could the selection process be biased against women?,2005,10/19/05,191117624,14,8,684,691,42,,journal of womens health
2963214153.0,10.20897/JCASC/5844,what about me theorizing power and pushback in advancing marginalized identities,,What About Me? Theorizing Power and Pushback in Advancing Marginalized Identities,2019,7/19/19,,4,1,1,,0,gender_only,
2676416267.0,10.1177/1368430217712052,reducing intergroup bias through intergroup contact twenty years of progress and future directions,,Reducing intergroup bias through intergroup contact: Twenty years of progress and future directions,2017,6/25/17,81071032,20,5,606,620,102,,group processes & intergroup relations
2090805943.0,10.1007/S10961-006-7206-0,measuring occupational sex segregation of academic science and engineering,,Measuring Occupational Sex Segregation of Academic Science and Engineering,2006,5/1/06,185905316,31,3,345,354,12,gender_only,journal of technology transfer
2055197218.0,10.1615/JWOMENMINORSCIENENG.2012003100,examining the complexities of faculty attrition an analysis of stem and non stem faculty who remain and faculty who leave the institution,,EXAMINING THE COMPLEXITIES OF FACULTY ATTRITION: AN ANALYSIS OF STEM AND NON-STEM FACULTY WHO REMAIN AND FACULTY WHO LEAVE THE INSTITUTION,2012,1/1/12,167998872,18,1,1,19,8,,journal of women and minorities in science and engineering
2973409260.0,,creating a multi institutional writing retreat network how we did it and why it works,,Creating a Multi-Institutional Writing Retreat Network: How We Did It and Why It Works.,2019,5/1/19,2764436233,33,2,97,102,1,,the journal of faculty development
593972112.0,,women speaking up getting and using turns in workplace meetings,,Women Speaking Up: Getting and Using Turns in Workplace Meetings,2008,1/1/08,,,,,,35,,
8112120.0,,vital variables feminist consciousness and insider outsider status in social action research confessions from a feminist empiricist project,,"Vital Variables, Feminist Consciousness, and Insider/Outsider Status in Social Action Research: Confessions From a Feminist Empiricist Project",2010,1/1/10,,,,,,0,gender_only,
2002326377.0,10.1353/RHE.2014.0045,evincing the ratchet a thematic analysis of the promotion and tenure guidelines at a striving university,,Evincing the Ratchet: A Thematic Analysis of the Promotion and Tenure Guidelines at a Striving University.,2014,1/1/14,186832212,38,1,105,132,24,,the review of higher education
2507087909.0,10.1021/BK-2010-1057.CH001,a brief synopsis of volume highlights,Mentoring Strategies To Facilitate the Advancement of Women Faculty,A Brief Synopsis of Volume Highlights,2010,1/1/10,,,,1,8,0,,
2908155703.0,10.1037/OCP0000145,when work family conflict hits home parental work family conflict and child health,,When work-family conflict hits home: Parental work-family conflict and child health,2019,10/1/19,3481703,24,5,590,601,7,,journal of occupational health psychology
2113210612.0,10.1111/J.1471-6402.2009.01519.X,the evolving manager stereotype the effects of industry gender typing on performance expectations for leaders and their teams,,THE EVOLVING MANAGER STEREOTYPE: THE EFFECTS OF INDUSTRY GENDER TYPING ON PERFORMANCE EXPECTATIONS FOR LEADERS AND THEIR TEAMS,2009,12/1/09,30211177,33,4,419,428,36,gender_only,psychology of women quarterly
3088848506.0,10.1002/SMI.2988,explaining the negative impact of workplace incivility on work and non work outcomes the roles of negative rumination and organizational support,,Explaining the negative impact of workplace incivility on work and non-work outcomes: The roles of negative rumination and organizational support.,2021,4/1/21,53429330,37,2,297,309,0,,stress and health
2988224507.0,,dual career faculty appointments a successful model from advance nebraska,,Dual Career Faculty Appointments: A Successful Model from ADVANCE-Nebraska,2011,12/1/11,,2011,,,,0,,
3008770717.0,,obstacles in advancement of young female geoscientists research results from the earth science women s network eswn,,Obstacles in Advancement of Young Female Geoscientists: Research Results from the Earth Science Women's Network (ESWN),2011,12/1/11,,2011,,,,0,gender_only,
2613134743.0,,advancing women on engineering faculties mentornet s academic career e mentoring program,,Advancing Women on Engineering Faculties: MentorNet's Academic Career E-Mentoring Program,2005,1/1/05,2764354457,,,,,1,,women in engineering proactive network
2612421865.0,,engaging male faculty in institutional transformation,,Engaging Male Faculty in Institutional Transformation,2013,6/23/13,,,,,,3,,
1952488135.0,,beyond bias and barriers fulfilling the potential of women in academic science and engineering,,Beyond Bias and Barriers: Fulfilling the Potential of Women in Academic Science and Engineering,2007,4/15/07,2764664775,,,,,323,,bulletin of the american physical society
2323568092.0,10.2190/ET.42.2.E,building steam in design related technology,,Building Steam in Design-Related Technology,2013,12/1/13,195488530,42,2,133,140,0,,journal of educational technology systems
2110213069.0,10.1177/0306312711417730,work and family conflict in academic science patterns and predictors among women and men in research universities,,Work and family conflict in academic science: patterns and predictors among women and men in research universities.,2011,8/15/11,68632876,41,5,715,735,110,,social studies of science
2039839186.0,10.1126/SCIENCE.CAREDIT.A0800148,maximizing productivity and recognition part 3 developing a research plan,,"Maximizing Productivity and Recognition, Part 3: Developing a Research Plan",2008,10/10/08,3880285,,,,,2,,science
2612082277.0,,demystifying the faculty search process increasing women s pursuit of academic careers through knowledge and networking,,Demystifying The Faculty Search Process: Increasing Women's Pursuit Of Academic Careers Through Knowledge And Networking,2008,6/22/08,,,,,,0,,
3089362634.0,,lessons from the earth science women s network eswn workshop defining your research identity,,"Lessons from the Earth Science Women's Network (ESWN) Workshop ""Defining Your Research Identity""",2011,12/1/11,,2011,,,,0,gender_only,
2613435647.0,,benefits of routine performance feedback,,Benefits of Routine Performance Feedback,2011,3/28/11,2764354457,,,,,0,,women in engineering proactive network
2898380447.0,10.1615/JWOMENMINORSCIENENG.2018019436,the role of sex and gender identification in stem faculty s work related stress and emotional well being,,THE ROLE OF SEX AND GENDER IDENTIFICATION IN STEM FACULTY'S WORK-RELATED STRESS AND EMOTIONAL WELL-BEING,2018,1/1/18,167998872,24,4,325,337,0,,journal of women and minorities in science and engineering
2579716123.0,,tcnj advance program tap assessment and faculty development initiatives for fostering career advancement within a pui environment,,TCNJ ADVANCE Program (TAP): Assessment and Faculty Development Initiatives for Fostering Career Advancement within a PUI Environment,2012,6/10/12,,,,,,0,,
2130502436.0,,the 13 club an index for understanding documenting and resisting patterns of non promotion to full professor,,"The 13+ Club: An Index for Understanding, Documenting, and Resisting Patterns of Non-Promotion to Full Professor",2007,12/5/07,82796368,19,3,145,162,29,,feminist formations
2735788139.0,,developing diverse departments d3 at north carolina state university,,Developing Diverse Departments (D3) at North Carolina State University,2012,6/10/12,,,,,,0,,
2500938939.0,10.1002/9781119067573,women in the geosciences practical positive practices toward parity,"Women in the Geosciences: Practical, Positive Practices Toward Parity","Women in the Geosciences: Practical, Positive Practices Toward Parity",2015,4/24/15,,,,,,24,,
2134409731.0,10.1097/ACM.0B013E3181DBF75A,searching for excellence diversity increasing the hiring of women faculty at one academic medical center,,Searching for excellence & diversity: increasing the hiring of women faculty at one academic medical center.,2010,6/1/10,19793444,85,6,999,1007,40,gender_only,academic medicine
2095099929.0,10.1007/S10961-006-7208-Y,the impact of gender and department climate on job satisfaction and intentions to quit for faculty in science and engineering fields,,The Impact of Gender and Department Climate on Job Satisfaction and Intentions to Quit for Faculty in Science and Engineering Fields,2006,5/1/06,185905316,31,3,367,375,146,,journal of technology transfer
2026585619.0,10.1177/0731121414564471,2014 psa presidential address un changing institutions work family and gender in the new economy,,"2014 PSA Presidential Address (Un)Changing Institutions: Work, Family, and Gender in the New Economy",2015,3/1/15,195570583,58,1,7,19,8,gender_only,sociological perspectives
2491640100.0,10.1108/S1529-212620140000019003,strategies of academic parents to manage work life conflict in research abroad,,Strategies of Academic Parents to Manage Work-Life Conflict in Research Abroad,2014,10/6/14,,19,,,,4,gender_only,
2346206994.0,,gender and department heads an empirically inspired literature review,,Gender and Department Heads: An Empirically-Inspired Literature Review,2015,6/14/15,,,,,,2,gender_only,
2012261924.0,10.1615/JWOMENMINORSCIENENG.2013004654,gender and promotion how do science technology engineering and mathematics stem faculty members survive a foggy climate,,"GENDER AND PROMOTION: HOW DO SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) FACULTY MEMBERS SURVIVE A FOGGY CLIMATE?",2013,1/1/13,167998872,19,4,329,347,8,,journal of women and minorities in science and engineering
2891964113.0,10.1111/GWAO.12290,organizational interventions and the creation of gendered knowledge us universities and nsf advance,,Organizational interventions and the creation of gendered knowledge: US universities and NSF ADVANCE,2019,6/1/19,172342871,26,6,805,821,9,gender_only,gender work and organization
1963585919.0,10.1515/NJAWHE-2012-1079,i couldn t wait to leave the toxic environment a mixed methods study of women faculty satisfaction and departure from one research institution,,“I Couldn’t Wait to Leave the Toxic Environment”: A Mixed Methods Study of Women Faculty Satisfaction and Departure From One Research Institution,2012,1/31/12,41655667,5,1,71,95,48,,naspa journal about women in higher education
2596015084.0,10.1080/19407882.2017.1285792,a study of the relationship between gender salary and student ratings of instruction at a research university,,"A Study of the Relationship between Gender, Salary, and Student Ratings of Instruction at a Research University.",2017,3/16/17,41655667,10,1,96,117,2,gender_only,naspa journal about women in higher education
2777877930.0,,the oxford handbook of the human essence,,The Oxford Handbook of the Human Essence,2018,1/4/18,,,,,,5,,
2613774713.0,,the advance program at the university of puerto rico at humacao,,The ADVANCE Program At The University Of Puerto Rico At Humacao,2007,4/11/07,2764354457,,,,,0,,women in engineering proactive network
2332603197.0,10.1093/AJAE/AAV100,diversify or die how increasing diversity of people and ideas can make organizations more competitive,,Diversify or Die: How Increasing Diversity of People and Ideas Can Make Organizations More Competitive,2016,3/1/16,91754907,98,2,351,359,3,,american journal of agricultural economics
2558625770.0,10.1177/0891243216681494,beyond the chilly climate the salience of gender in women s academic careers,,Beyond the Chilly Climate: The Salience of Gender in Women’s Academic Careers,2017,2/1/17,113116626,31,1,5,27,64,,gender & society
2481443256.0,10.1108/S1529-212620140000019005,emerging gender parity and persistent differences cultural shifts among faculty cohorts at a primarily undergraduate institution,,Emerging Gender Parity and Persistent Differences: Cultural Shifts among Faculty Cohorts at a Primarily Undergraduate Institution,2014,10/6/14,,19,,,,1,gender_only,
3044674785.0,10.1080/00091383.2020.1745579,faculty work activity dashboards a strategy to increase transparency,,Faculty Work Activity Dashboards: A Strategy to Increase Transparency,2020,7/21/20,39842224,52,3,34,42,0,,change the magazine of higher learning
2056796790.0,10.1037/A0020581,recruiting and hiring women in stem fields,,Recruiting and hiring women in STEM fields.,2010,12/1/10,48143771,3,4,218,229,52,gender_only,journal of diversity in higher education
1512262279.0,,becoming a professor an analysis of gender on the promotion of faculty from associate to full professor,,Becoming a Professor: an Analysis of Gender on the Promotion of Faculty from Associate to Full Professor,2012,4/24/12,2764490363,4,1,78,101,1,gender_only,international journal of gender science and technology
2506671469.0,10.1108/S1529-212620140000019006,department chairs perspectives on work family and gender pathways for transformation,,"Department Chairs’ Perspectives on Work, Family, and Gender: Pathways for Transformation",2014,10/6/14,,19,,,,4,,
2521550948.0,10.1080/01596306.2016.1232535,what s wrong with fairness how discourses in higher education literature support gender inequalities,,What’s wrong with fairness? How discourses in higher education literature support gender inequalities,2018,1/2/18,21136645,39,1,31,40,2,gender_only,discourse studies in the cultural politics of education
1987534390.0,10.1615/JWOMENMINORSCIENENG.V11.I1.60,differences in men and women scientists perceptions of workplace climate,,Differences in Men and Women Scientists' Perceptions of Workplace Climate,2005,1/1/05,167998872,11,1,97,116,30,,journal of women and minorities in science and engineering
1526108019.0,,what works for women at work four patterns working women need to know,,What Works for Women at Work: Four Patterns Working Women Need to Know,2014,1/17/14,,,,,,36,gender_only,
2900141860.0,10.2139/SSRN.2995171,who wants to hire a more diverse faculty a conjoint analysis of faculty and student preferences for gender and racial ethnic diversity,,Who Wants to Hire a More Diverse Faculty? A Conjoint Analysis of Faculty and Student Preferences for Gender and Racial/Ethnic Diversity,2017,1/1/17,2751751161,,,,,0,race_ethnicity,social science research network
106409666.0,,gender and race differences in job satisfaction and commitment among stem faculty the influence of network integration and work family balance,,Gender and Race Differences in Job Satisfaction and Commitment among STEM Faculty: The Influence of Network Integration and Work-Family Balance,2010,1/1/10,,,,,,6,race_ethnicity,
2610842563.0,,oral history project of underrepresented leaders in science technology engineering and mathematics stem,,"Oral History Project of Underrepresented Leaders in Science, Technology, Engineering, and Mathematics (STEM)",2016,6/26/16,,,,,,0,,
1881854520.0,,following the cuts how is the recession affecting faculty work,,Following the Cuts: How Is the Recession Affecting Faculty Work?.,2011,1/1/11,2764840307,97,1,20,29,5,,liberal education
3088810243.0,10.1037/DHE0000292,more service or more advancement institutional barriers to academic success for women and women of color faculty at a large public comprehensive minority serving state university,,More service or more advancement: Institutional barriers to academic success for women and women of color faculty at a large public comprehensive minority-serving state university.,2020,9/24/20,48143771,,,,,1,intersectional,journal of diversity in higher education
2503766126.0,10.1021/BK-2010-1057.CH006,mentoring initiatives for two year college faculty,ACS Symposium Series,Mentoring Initiatives for Two-Year College Faculty,2010,1/1/10,,,,81,93,0,,
2773245979.0,10.1037/DHE0000066,added benefits how supporting women faculty in stem improves everyone s job satisfaction,,Added benefits: How supporting women faculty in STEM improves everyone’s job satisfaction.,2017,12/7/17,48143771,11,4,502,517,7,,journal of diversity in higher education
2186970589.0,,assessing readiness to embrace diversity an application of the trans theoretical model of behavioral change,,"Assessing ""Readiness to Embrace Diversity"": An Application of the Trans-Theoretical Model of Behavioral Change",2004,1/1/04,,,,,,0,gender_only,
2147481583.0,10.1109/FIE.2012.6462368,department climate a key to recruiting and retaining a diverse and successful faculty,FIE,Department Climate: A key to recruiting and retaining a diverse and successful faculty,2012,10/3/12,,,,1,4,0,,
2609764586.0,,surveying the campus climate for faculty a comparison of the assessments of sem and non sem faculty,,Surveying the Campus Climate for Faculty: A comparison of the assessments of SEM and non-SEM Faculty,2011,3/28/11,2764354457,,,,,0,,women in engineering proactive network
3029776077.0,10.7330/9781607329664.C009,can i charge my therapy to the university,"Presumed Incompetent II: Race, Class, Power, and Resistance of Women in Academia",Can I Charge My Therapy to the University,2020,5/5/20,,,,95,105,0,,
2478232644.0,10.1108/S1529-212620140000019015,organizational change and gender equity in academia using dialogical change to promote positive departmental climates,,Organizational Change and Gender Equity in Academia: Using Dialogical Change to Promote Positive Departmental Climates,2014,10/6/14,,19,,,,13,gender_only,
1990711990.0,10.1021/ED100098Q,female faculty members in university chemistry departments observations and conclusions based on site visits,,Female Faculty Members in University Chemistry Departments: Observations and Conclusions Based on Site Visits,2011,3/11/11,105208853,88,6,716,720,5,gender_only,journal of chemical education
2109120743.0,10.1109/HICSS.2007.430,perceived benefits and concerns of prospective users of the smartcampus location aware community system test bed,HICSS,Perceived Benefits and Concerns of Prospective Users of the SmartCampus Location-Aware Community System Test-bed,2007,1/3/07,,1,,19,19,8,,
1978301573.0,10.1007/BF03351287,ethical regulation or regulating ethics the need for both internal and external governance of human experimentation,,Ethical regulation or regulating ethics? The need for both internal and external governance of human experimentation.,2002,10/1/02,2764879589,21,4,59,65,1,,monash bioethics review
2095075487.0,10.1126/SCIENCE.CAREDIT.A0700155,maximizing productivity and recognition part 1 publication citation and impact,,"Maximizing Productivity and Recognition, Part 1: Publication, Citation, and Impact",2007,11/2/07,3880285,,,,,2,,science
2910734430.0,10.1108/EDI-09-2017-0182,examining models of departmental engagement for greater equity a case study of two applications of the dual agenda approach,,Examining models of departmental engagement for greater equity: A case study of two applications of the dual agenda approach,2019,3/11/19,97033246,38,2,211,225,3,,equality diversity and inclusion an international journal
2242081859.0,,reproductive rights in the workplace notions of equality and federal litigation,,"Reproductive Rights in the Workplace, Notions of Equality, and Federal Litigation",2013,1/1/13,2751751161,,,,,0,,social science research network
1559142047.0,,faculty parental status an investigation of network homophily marginalization and supportive work family academic culture,,"Faculty parental status: An investigation of network homophily, marginalization, and supportive work-family academic culture",2015,1/1/15,,,,,,1,,
2126102346.0,10.1177/0894845313515946,quantity quality and satisfaction with mentoring what matters most,,"Quantity, Quality, and Satisfaction With Mentoring: What Matters Most?",2014,12/1/14,82530051,41,6,507,525,25,,journal of career development
2420937693.0,,work life policies not for women only,,Work/Life Policies: Not for Women Only,2014,3/3/14,,,,,,0,,
2488023218.0,10.1016/S0882-6145(07)24001-9,an introduction to the social psychology of gender,,An Introduction to the Social Psychology of Gender,2007,6/26/07,,24,,,,16,gender_only,
3028203094.0,10.1080/09589236.2020.1768363,a policy paradox why gender equity is men s work,,A policy paradox: why gender equity is men’s work,2020,5/19/20,77556226,29,7,847,851,2,gender_only,journal of gender studies
1992374654.0,10.1080/09540253.2015.1027668,faculty peer networks role and relevance in advancing agency and gender equity,,Faculty peer networks: role and relevance in advancing agency and gender equity,2015,4/22/15,124004514,27,3,338,358,33,,gender and education
2079846758.0,10.1126/SCIENCE.320.5880.1159B,women in science a top down approach,,Women in science: a top-down approach.,2008,5/30/08,3880285,320,5880,1159,1160,4,gender_only,science
2279161477.0,10.1016/B978-0-12-800855-3.00011-8,metropolitan mentors building a network of women in mathematics and computer science across new york city the new york city college of technology of the city university of new york workshop,,Metropolitan Mentors: Building a Network of Women in Mathematics and Computer Science Across New York City: The New York City College of Technology of the City University of New York Workshop,2016,1/1/16,,,,185,198,0,,
2981400600.0,,strategies for using institutional climate data to promote institutional transformation,,Strategies for Using Institutional Climate Data to Promote Institutional Transformation,2007,6/1/07,,,,,,0,,
11620612.0,,hiring and retention results at the university of cincinnati,,Hiring and Retention Results at the University of Cincinnati,2014,1/1/14,,,,,,0,,
